id,tag,name,birthday,mcnum,tlpd_id,tlpd_db,lp_name,sc2e_id,country,race,dom_val,dom_start_id,dom_end_id,current_rating_id,romanized_name
5041,NtO'KEH,,,2,,,,,KR,Z,-0.7513480502537,28,29,8220734,
684,Fortune,Nik Nevermann,,2,2651,2,Fortune,342,BR,Z,-0.94958744421122,56,57,8214322,
2563,slash,,,2,,,,,KR,P,-0.71917837902339,27,28,8212874,
14056,bearface,,,,,,,,US,R,-1.58820099467828,25,26,8212211,
1292,Cheticus,Chet van Gaasbeek,,,3634,2,,,US,Z,-1.36488007381866,145,146,8223258,
8350,SirMalagant,Ben James Ambalong,,3,,0,,,US,P,-1.72388206378905,86,87,8220483,
19872,chibichan,,,,,0,,,UK,T,-1.93425452521893,30,31,8226799,
6824,ChieftaN,Thomas Davis,,,,,"",,US,T,,25,26,8223895,
17467,Chomusuke,"",,,,,"",,RU,Z,-1.72474949986345,25,26,8214009,""
9706,Climate,"",,,,0,"",,FR,P,-1.49950517767992,61,62,8223084,""
10800,Ward,Nicholas Brown,,3,,0,"",,US,T,-2.27857286819863,202,203,8207247,""
12835,Nomad,"",,3,,,"",,,Z,-1.47542778400786,37,38,8217329,""
3224,Infestor,,,5,3143,2,,,US,Z,-0.594224435621771,28,29,8225897,
14228,DonCalone,Pascal Mazarin,,,,0,"",,DE,Z,-1.73307264376983,54,55,8221392,""
6288,Ever,石磊,,,,0,,,CN,Z,-1.38490466473928,111,112,8224599,Shi Lei
14623,Fish,"",,,,,"",,,T,-1.55965846722782,26,27,8212588,""
20036,flent,,,,,0,,,FR,Z,-2.18158087858525,51,52,8217214,
18608,Fletch,,,,,0,,,CA,P,-2.20701728991357,105,106,8228164,
23181,Flickshot,,,,,,,,US,Z,-2.08490162275794,25,26,8226708,
10704,Fluid,Jacob Martinez,,,,0,"",,US,Z,-1.93641359272002,132,133,8224559,""
23272,Haddley,,,,,,,,FR,Z,-2.09913376503306,28,29,8211166,
2511,HaDeZ,พีรวัส วุฒิภักดี,,,3522,3,,,TH,P,-0.8549923033746,61,62,8212820,Peerawath Wutthiphagdee
5720,Haneul,Zhang Zhe,,,,0,,,US,P,-0.964568576698659,69,70,8219173,
11535,skiboots,,,3,,,,,US,T,-1.79045319270201,86,87,8220502,
7929,cedric,,,,,,,,FR,R,-1.02012681238931,27,28,8207433,
13486,ChrisBenoit,,,,,,,,DE,T,-1.40620581454511,26,27,8211751,
18661,CleaR,,,,,0,,,NI,T,-1.9656127747453,60,61,8221447,
18836,ClearGloom,,,,,,,,CA,P,-1.8394505513988,28,29,8219865,
3297,Clefable,,,,3271,2,,,US,T,-0.582612684028026,28,29,8212506,
7583,evilbox,,,,,,,,PH,P,-0.875722201845927,27,28,8209900,
14642,Excalibur,,,,,,,,,Z,-1.6030448700652,27,28,8215405,
7680,EzDefault,,,,,,,,AU,T,-0.905140988426488,27,28,8209503,
2444,Fatalimer,Константин Ермолаев,,,3075,3,"",,RU,P,-1.06636974013974,100,101,8213053,Konstantin Ermolaev
8378,fishleong,,,,,,,,CN,Z,-1.1200071208527,28,29,8210018,
2524,Flarierza,,,,,,,,AU,T,-0.720047595278827,28,29,8217910,
11425,flarnot,,,,,,,,,Z,-1.29259178121245,25,26,8218966,
6144,flatu,,,,,,,,DE,Z,-1.01919133637353,28,29,8227066,
3476,FlawlessKalu,,,,4839,2,,,,T,-0.637808061406695,28,29,8207468,
13288,Flegias,"",,,,,"",,IT,P,-1.41182985279373,25,26,8222470,""
17792,Flex,"",,,,,"",,NL,P,-2.16583942922762,95,96,8211642,""
16060,Flozor,,,,,0,,,FR,T,-1.76777955916841,46,47,8210078,
16325,Nisho,,,,,,,,IT,P,-2.03389718037624,126,127,8209295,
18892,Rukh,,,,,,,,JP,P,-1.82325513387781,27,28,8209851,
23089,Ryrik,,,,,,,,RU,P,-2.09688693686075,26,27,8218339,
1445,sieesch,Ludwig Müller-Zetzsche,,,3609,2,,,DE,Z,-0.675875786034865,39,40,8227072,
17666,SieMichAuch,,,,,,,,,Z,-1.81070303781892,30,31,8223736,
22183,Silverfree,,,,,,,,,R,-1.98618312943258,26,27,8211465,
13944,SiNine,"",,,,,"",,CA,T,-1.59302295463164,28,29,8224664,""
6460,SKiA,,,,,,,,US,Z,-0.95379801336146,28,29,8218356,
21277,Skill,,,,,0,,,RU,Z,-1.92963165927917,28,29,8221826,
15144,Slashere,,,,,,,,RU,Z,-1.65314107301789,27,28,8226393,
11344,Slashers,Павел Строкань,,,,0,"",,RU,P,-1.67994495585429,105,106,8214425,Pavel Strokan
279,Terminator,하재상,1992-05-03,1,2038,1,Sang,,KR,P,-0.707429557856876,31,32,8210205,Ha Jae Sang
45,Soulkey,김민철,1991-12-10,1,647,3,Soulkey,519,KR,Z,-0.609110297003773,28,29,8217537,Kim Min Chul
1793,Solar,강민수,1996-05-09,1,4797,1,Solar,,KR,Z,1.4704732768676554,107,122,8228417,Kang Min Soo
6800,Sleepycod,"",,,,,"",,AU,Z,-1.0412976310329,27,28,8219526,
4096,ContemplateThat,,,3,4471,2,,,US,T,-0.902322662219146,28,29,8211073,
4606,Cosmic,Tim Roots,,3,,,"",,AU,Z,-1.23111124105595,97,98,8211214,
21030,SlimPickings,,,,,,,,,P,-2.03151564746477,33,34,8219591,
23512,SlitherySnek,,,,,,,,FI,T,-2.07925925123721,25,26,8228437,
17127,SnapXD,,,,,0,,,US,Z,-2.26513923276325,93,94,8216803,
20956,SneakyTurtle,,,,,0,,,BR,T,-2.22408211159596,70,71,8227878,
20478,SneezyDwarf,,,,,0,,,PH,T,-1.99760224890923,29,30,8217816,
16197,Sojourn,,,,,0,,,US,Z,-1.94713028787697,69,70,8217200,
1627,SoKoL,Heinrich Rennert,,,,0,,,DE,T,,25,26,8217218,
5526,Sokrates,,,,,,,,DE,Z,-0.910074154927034,38,39,8212333,
4180,SoniCSysteM,,,,,,,,DE,Z,-1.73103810763565,149,150,8228210,
2468,Soonghee,,,,,,,,MY,T,-0.884583642526464,48,49,8226148,
18092,SophiePythos,,,,,,,,,Z,-1.75581417798749,28,29,8224464,
23053,Sophronius,,,,,,,,TR,P,-2.11626053012757,27,28,8217975,
11573,soralio,,,,,,,,JP,P,-1.30401992261317,35,36,8226646,
2620,SouLMPad,최성수,,,3823,3,,,KR,P,-0.454721346328139,29,30,8215520,Choi Sung Soo
7659,yOcTz,,,,,,"",,RO,Z,-1.32515886126354,42,43,8218751,
7187,YoonBaekHee,,,,,,,,NZ,T,-0.907253436490375,30,31,8214615,
1905,Yoong,,,,,,,,MY,Z,-0.810469964218424,30,31,8220541,
21841,YoshiOD,,,,,,,,US,R,-1.93354340281467,28,29,8210107,
19719,CMD,,,,,,,,BR,Z,-1.88272005383116,25,26,8217101,
20641,CMGtml,,,,,0,,,CA,T,-2.06001579561813,35,36,8227218,
15550,刘汉儒,,,3,,,,,CN,P,-1.63929836129204,25,26,8221534,
13408,晴空末日,"",,3,,,"",,CN,T,-1.82157061835843,77,78,8225312,""
9152,FinnZi,Luke Finlayson,,3,,0,,,UK,T,-1.97820491834443,207,208,8213873,
15553,李江蛟,,,3,,,,,CN,R,-1.78951197375337,25,26,8211810,
5187,StorN,,,3,,,,,FR,Z,-1.68429014722287,151,152,8220216,
17986,Trizztein,,,3,,,,,CA,T,-2.03846915511798,69,70,8209947,
6211,tRoy,Troy Lonergan,,3,,0,"",,AU,P,-1.39462232406185,83,84,8226288,
3738,yoyoyo,,,,4679,2,,,AU,T,-0.774694025041874,28,29,8211340,
9687,Hjax,Kevin Konrad,,2,,,,,US,P,-1.80805365700372,161,162,8213428,
15480,Fdbcps,,,,,,,,BO,P,-1.65212138049696,25,26,8210157,
3261,Mewtwo,Byron Sha,,2,3354,2,,,US,P,-0.894909576987732,85,86,8216072,
1930,Voices,Mark Macgowan,,3,2571,3,,,AU,T,-1.32161062637687,131,132,8224062,
3642,Rivera,Felipe Rivera Allende,,4,3943,2,,,CL,Z,-1.41570507090425,149,150,8225214,
8488,Dancer,,,4,,,,,US,P,-1.43165684837615,72,73,8216965,
10293,Delisdeli,,,4,,,,,US,Z,-0.741913381118235,27,28,8209159,
14521,MegaRyodan,,,,,,,,BR,P,-1.55674498963367,25,26,8225922,
21121,Meowerdoom,,,,,,,,US,Z,-2.08873907403114,58,59,8227833,
11519,Feanor,,,,,,,,US,P,-1.30587507288231,25,26,8209974,
5363,FerrPOINT,Олександр Жуков,1990-09-15,,,0,,,UA,Z,-1.47398116914532,98,99,8224345,Oleksandr Zhukov
16665,Zad,"",,,,,"",,ES,Z,-1.74838644174718,27,28,8214031,""
22709,ZagerTSRrush,,,,,,,,RU,P,-2.07373572484226,29,30,8212818,
11400,Zalazane,Ludwig Olsson,,,,0,"",,SE,Z,-1.48561904824353,96,97,8210617,""
20164,Zangyaku,,,,,,,,VN,T,-1.94238712546332,28,29,8227161,
17581,Zaratystra,,,,,,,,RU,T,-1.75611133044815,28,29,8222395,
6110,Zasz,,,,,,,,NZ,Z,-1.04478810576041,63,64,8225626,
1504,Zeddto,Kevin Bourdet,,,4457,2,,,FR,Z,-0.819790714328377,25,26,8224706,
4438,zelormagic,,,,,,,,CA,Z,-0.807979876033639,28,29,8216501,
7923,Zen,,,,,,,,US,Z,-1.2940365975551,68,69,8217848,
16696,ZerGG,,,,,,,,RU,Z,-1.70553438155146,28,29,8221504,
8127,zero,,,,,,,,CN,Z,-1.0852636318059,28,29,8219937,
2209,hello,임춘호,,2,4358,3,Zero (Lim Choon Ho),,KR,Z,-0.766273129187802,79,80,8218723,Lim Choon Ho
13964,Dragon,,,2,,,,,PL,T,-1.7670285714884,69,70,8213682,
14240,Delirium,,,2,,0,,,FR,T,-1.94934392734877,79,80,8220356,
14993,DiTTO,,,2,,,,,PL,T,-1.7367233198274,54,55,8227626,
1727,YoyO,"",,3,,,"",,TW,P,-1.02615184417682,53,54,8220824,
18153,曾皓,,,3,,,,,CN,Z,-1.77063051898046,35,36,8223100,
18154,李响,,,3,,,,,CN,T,-1.84652874789523,28,29,8219543,
15551,李耕,,,3,,,,,CN,R,-1.69090598822602,25,26,8212755,
12597,Tourist,"",,3,,,"",,NL,T,-2.1278104398315,107,108,8215341,""
3229,YellowSnow,Daniel Arbour,,3,3133,2,,,US,T,-0.594224435621771,28,29,8216353,
8897,Godfather,Eric Leduc,,3,,0,,,CA,Z,-1.8390323637931,135,136,8209182,
4870,grodien,,,,,,,,CH,Z,,25,26,8223385,
10139,TOGUSA,Nathan Corbeaux,,,,0,,,FR,P,-1.34879606544214,37,38,8210236,
5649,trickyboy,,,,,0,,,CN,Z,-1.0657327437008,36,37,8220909,
23330,Tuck,,,,,,,,PL,R,-2.10470977374283,28,29,8224498,
4957,westwood,,,,,0,,,DE,P,-0.615946700824404,28,29,8209674,
19859,WESTWOOD,,,,,,,,LT,P,-2.00802125502963,63,64,8226763,
6151,weTTowel,,,,,,,,AU,T,-1.02997426037723,28,29,8215676,
9218,wilpoR,,,,,,,,DE,P,-1.2377757572144,28,29,8218103,
13235,Wire,,,,,0,,,FR,P,-1.60418603901705,27,28,8214432,
4005,wiSh,,,,4626,2,,,US,R,-0.801445715419214,29,30,8228199,
13095,Wizard,"",,,,,"",,SE,Z,-1.80432605322554,84,85,8213192,""
17001,Wolf,,,,,,,,UK,Z,-1.7388341335429,25,26,8212713,
12827,Wolf,,,,,,,,RU,P,-1.34694730169032,26,27,8207604,
12379,Wolf,"",,,,,"",,,T,-1.36366505382415,26,27,8216467,""
16416,wwetittle,,,,,,,,FR,Z,-1.6794195957967,28,29,8208932,
17532,WYD,,,,,,,,CN,P,-1.6991894436987,28,29,8221799,
10885,WYD,"",,,,,"",,TW,Z,-1.80351447804682,107,108,8228137,""
22768,Wyndpulse,,,,,,,,CA,P,-2.06975894280068,28,29,8212987,
6670,wysley,Wysley Ng,,,,,"",,CA,Z,,25,26,8212683,
20009,Xitao,,,,,,,,BR,R,-1.94606903554468,29,30,8225895,
5796,XizMe,Martin Malmström,,,,0,,,SE,P,-0.98813681594414,28,29,8217809,
18603,Yasha,,,,,,,,,R,-1.79328407557804,26,27,8220250,
23398,YudetamagoKun,,,,,,,,JP,R,-2.1538724324625,26,27,8214690,
7192,Rotab,Jean-Baptiste Doubez,,2,,0,,,FR,Z,-1.4113123791339,209,210,8210051,
2361,CriMsoN,,,3,,0,,,JP,P,-2.03589449859271,287,288,8207822,Ryuka Kuramoto
5948,ZKO,张梦皓,,3,,0,,,CN,T,-1.66213184666981,153,154,8211170,Zhang Menghao
5287,RainbowJeZ,,,3,,,,,UK,P,-1.10322509217382,62,63,8211899,
6194,ShayneRarma,Shayne Ray,1989-02-21,3,,0,,,AU,T,-2.60223640222446,198,199,8209104,
10913,Sitasko,,,3,,0,,,ES,Z,-2.05450992431896,151,152,8212995,
15516,TanNoobKodz,,,3,,,,,TH,T,-1.75143365226788,38,39,8222879,
8029,Thief,Paul Wright,,3,,0,,,US,Z,-1.12145682528258,30,31,8217885,
6039,Towelie,Ryan Pannell,,3,,0,"",,US,Z,-1.44336336012323,77,78,8217132,""
10593,Tymli,Thomas Christiansen,,3,,0,"",,DK,P,-1.91009650039367,134,135,8215434,""
7845,TyrialFrost,"",,3,,,"",,AU,P,-0.965506790660617,27,28,8214070,
3200,Tyro,,,3,3135,2,,,US,S,-0.609580942476414,32,33,8220536,
10395,VacSaint,Aurélien Fournier,,3,,0,,,FR,Z,-1.24055716630531,31,32,8208040,
7476,Crescendo,"",,3,,,"",,AU,Z,-1.80137301088194,92,93,8208957,
5965,Geney,,,3,,0,,,MY,Z,-0.958397736818423,27,28,8214770,
12095,GipsyDanger,Søren Bolt Hansen,,3,,,,,DK,T,-2.26278232066009,173,174,8217780,
17226,GSlayeR,,,3,,,,,US,Z,-1.77970990870318,28,29,8212143,
6586,TheRealOne,,,3,,,,,,Z,-1.05373779857462,28,29,8224333,
7372,UnCrissDeQc,"",,3,,,"",,CA,P,-0.927467569612352,50,51,8220177,
12233,Uply,,,3,,0,,,VN,Z,-1.83539632731375,103,104,8218757,
4247,Zkryug,,,4,,,,,MX,P,-0.907796417362724,28,29,8225732,
19956,ZeROX,,,,,0,,,US,T,-1.93789383903076,32,33,8221872,
11158,Zeweig,"",,,,0,"",,SE,Z,-1.19587223686264,26,27,8225226,""
19284,zgeorgin,,,,,,,,,T,-1.84677716726545,27,28,8216134,
19435,Zgredek,,,,,,,,PL,Z,-1.81265777263131,26,27,8208596,
17801,ZhacharyYoung,,,,,,,,PH,R,-1.76820683454511,28,29,8220031,
10416,Zhaitan,,,,,,,,PL,Z,-1.32462522470329,30,31,8219438,
2768,Zhasz,,,,3757,3,,,PH,Z,,25,26,8228221,
8629,ZiHiO,,,,,,,,FR,P,-1.42706234552554,71,72,8223871,
8796,ZiLveR,Diego Vives,,,,0,,,CL,T,-1.28573032770212,64,65,8212681,
19581,Zirreon,,,,,,,,,R,-1.86451523159714,28,29,8215032,
18462,zizinagyura,,,,,,,,JP,T,-1.79913158180426,26,27,8223080,
6686,Zoo,,,,,0,,,US,P,,25,26,8225910,
9903,Nilou,,,2,,,,,FR,Z,-1.55441643995762,58,59,8208707,
3243,Rockd,Rock Darnell,,2,3109,2,,,US,P,-0.670967607043802,32,33,8222486,
9758,zuka,Renaud,,2,,0,,,FR,P,-1.77694676491374,135,136,8211421,
3622,Kirschke,Nick Kirschke,,,3942,2,,,US,Z,-0.956026281129053,57,58,8219947,
3625,Koros,,,,3932,2,,,MY,Z,-0.707728215248879,28,29,8224423,
6177,Koter,,,,,,,,ES,P,-1.05449212533214,28,29,8220341,
19525,Krebyy,,,,,0,,,TR,T,-1.83873593968381,28,29,8220688,
3511,Mog,,,,3582,2,,,US,Z,-0.733031070567363,30,31,8213867,
22615,moga,,,,,,,,CH,Z,-2.01416123097072,25,26,8221532,
14205,Words,,,2,,,,,US,T,-1.61713591946166,25,26,8208888,
19463,MOGURA,,,,,,,,JP,Z,-1.85580973178424,27,28,8208000,
4289,MrCash,Yan Fedulov,,,,,"",,US,T,-0.954668504388373,46,47,8222351,
15984,mTn,,,,,,,,,T,-1.72393427990985,28,29,8227286,
22441,Multpit,,,,,,,,PL,P,-2.05809096505768,27,28,8224249,
10287,muppet,,,,,0,,,US,P,-0.740768022397012,27,28,8224835,
1907,Netherdrake,,,,2949,3,,,SG,T,-0.945037454634079,81,82,8225413,
10998,Samosel,,,3,,0,,,FI,Z,-2.70353423988914,169,170,8219598,
4290,WAKER,,,3,,,,,TW,Z,-0.858013140641262,27,28,8209901,
11948,WildGame,Brian Flores,,3,,0,"",,US,T,-2.06003683041487,137,138,8224168,""
13882,Xion,"",,3,,,"",,CA,Z,-1.75527591290448,81,82,8213944,""
14935,Walker,"",,3,,,"",,FR,T,-1.94567629398527,117,118,8216514,""
8443,wootasaurus,Austin Garrard,,3,,0,,,US,Z,,25,26,8223152,
14085,wOrst,,,3,,,,,CA,Z,-1.27815110655093,27,28,8218725,
10382,ytrog,,,3,,,,,FR,Z,-1.492293566148,62,63,8208024,
15555,邓晶,,,3,,,,,CN,R,-1.68045850503697,25,26,8224119,
3905,ReMiX,,,3,4893,2,,,US,T,-0.955336006292803,39,40,8214579,
2805,waffles,Orestes Perez,,4,2226,3,,,US,T,-1.91780936317949,216,217,8217583,
8040,NeverMango,,,,,,,,,P,-1.07612072297334,25,26,8223892,
7988,Newbton,Johannes Gorzel,,,,0,,,DE,P,-1.10813204277229,53,54,8215101,
9240,Night,,,,,,,,US,Z,-1.17506691455906,65,66,8226287,
5855,nixi,,,,,,,,DE,Z,-0.984693591463233,27,28,8208693,
3649,nTIa,,,,3920,2,,,DE,Z,-0.871341975931746,51,52,8213014,
22331,Pewy,,,,,,,,PL,T,-2.32916979379953,54,55,8207260,
1196,yang,Mark Richardson,,2,3448,2,,,AU,P,-0.8474292753402,110,111,8224020,
7932,Zinho,Matheus Saldanha,,3,,0,"",,BR,P,-1.7452706329361,99,100,8224099,""
8943,Trippa,,,3,,,,,AU,P,-1.25311582139939,27,28,8225240,
567,Syck,Pham Trung Duc,,,2669,2,,,DE,Z,-0.822969479306212,44,45,8221352,
17062,Sygybob,,,,,,,,AU,T,-1.73141236412637,25,26,8223557,
22540,Symonomicon,,,,,,,,,T,-2.06677878240162,25,26,8226324,
11593,Tazzy,,,,,0,,,FI,P,-1.34027737748349,27,28,8215608,
18610,Tommynator,,,,,,,,,P,-1.7999190266686,27,28,8215125,
19531,Torta,,,,,,,,BG,Z,-1.88044840479452,27,28,8211690,
14662,Ukko,,,,,,,,ES,T,-1.58641069959803,27,28,8226474,
22506,Wsen,,,,,,,,SE,Z,-2.14520226592436,50,51,8227875,
18631,Zyox,,,,,0,,,FR,Z,-1.91358052946086,50,51,8214215,
17414,Андрей,"",,,,,"",,RU,T,-1.7495029996578,26,27,8225080,""
16396,АНТОН,,,,,,,,RU,Z,-1.65217067490824,28,29,8215776,
7891,sensator,,,3,,,,,AU,Z,-0.800840368864743,28,29,8225852,
3779,Tyrael,,,3,4209,2,,,US,Z,-0.791568664143016,28,29,8208051,
7747,VeLoCitY,,,3,,,,,AU,R,-0.981877100765775,74,75,8221106,
10217,wenez,,,3,,0,,,PL,P,-1.9600960955155,178,179,8218944,
4242,Wichi,,,3,,,,,MX,Z,-0.874161427747209,28,29,8210149,
6585,Wonsu,,,3,,,,,,Z,-1.10868249009799,28,29,8209449,
2224,wzp,,,3,2703,3,,,MX,Z,-0.872678196237395,79,80,8225301,
15082,Xavrox,,,3,,,,,PL,T,-1.41618446768023,28,29,8227206,
16815,Ziper,,,3,,,,,BR,P,-1.76966503244197,27,28,8214227,
20447,БоеваяБорода,,,,,0,,,RU,Z,-1.926664525138,27,28,8208101,
17525,Верный,,,,,,,,CN,Z,-1.67852791672512,28,29,8221432,
4654,timestamp,Johan Ahlström,,2,,0,,,SE,T,-0.979035332341014,28,29,8217841,
8298,Azures,Timothy Marsden,,3,,0,,,UK,P,-2.4389674318319,177,178,8224688,
7858,Puffinton,,,3,,,"",,AU,Z,-0.883473326563987,25,26,8220539,
7912,Sly,,,4,,,,,AU,Z,-0.881592213815868,28,29,8209993,
19458,SmilingSword,,,4,,0,,,BN,T,-1.79509995596832,27,28,8210613,
4226,CARRAS,Joaquín Carrascosa,,4,,,"",,AR,Z,-0.851624564638105,37,38,8220385,
14371,Ribeye,Logan Schiff,,4,,0,,,US,Z,-2.14772722901438,79,80,8224902,
14043,為賴瘋狂,,,,,,,,TW,T,-1.61724269585474,32,33,8225964,
18804,焦琪昊,,,,,,,,CN,R,-1.80351991873781,28,29,8221103,
17100,王留情,,,,,,,,CN,R,-1.71273071592603,25,26,8210427,
17299,电动玩具,,,,,,,,CN,P,-1.65769316581812,25,26,8213809,
10513,花花,,,,,,,,TW,P,-1.26645778171428,30,31,8220376,
1497,Odin,송영민,1987-09-23,1,1964,1,Odin,,KR,T,-0.34219507094379,27,28,8216548,Song Young Min
2239,Namutin,Pauli Äyräs,,2,4163,3,"",,FI,P,-1.01943813355085,54,55,8226696,
12673,RohYA,노상래,,2,,0,,,KR,T,-1.21367862366749,28,29,8222178,
1362,Magic,Frank Turner,,2,2716,3,,,UK,Z,-1.0910836623245,113,114,8219597,
1741,Ixion,Jordan Ben Mkaddem,,2,,,"",,FR,Z,-1.41284846854555,111,112,8220401,
4649,ReZMaN,,,2,,,,,SE,Z,-0.924492425410218,26,27,8216266,
4670,HaMa,Per Örling,,2,,0,,,SE,P,-1.12000201884149,66,67,8226683,
5615,FightingFrog,,,2,,0,,,SE,P,-1.52807047143891,197,198,8207343,
23082,Tendo,,,,,,,,SE,Z,-2.12409464301143,37,38,8214019,
123,TLO,Dario Wünsch,1990-07-13,1,1593,15,TLO,41,DE,Z,-0.879949140844575,317,318,8207364,
180,TT1,Payam Toghyan,1988-03-18,1,1233,3,TT1,,CA,P,-1.01961831646047,142,143,8210644,
485,Serral,Joona Sotala,1998-03-22,1,4567,2,Serral,,FI,Z,32.82751116195991,177,306,8228300,""
310,Top,胡涛,1990-01-29,1,,0,Top_(Chinese_player),486,CN,P,-1.00505821757481,196,197,8209572,Hu Tao
176,Crazy,임정현,1990-12-09,2,536,1,Crazy,,KR,Z,-0.642510970880728,34,35,8211574,Lim Jung Hyun
1019,Wanty,Alexandr Ambróz,,2,,,"",,CZ,T,-1.53081945655621,117,118,8219580,
1040,Zuth,,,2,,,,,SE,Z,-1.10713734610818,60,61,8222931,
1160,Engyn,Brian Nguyen,,2,2252,2,Engyn,259,CA,Z,-0.87846119648996,69,70,8208764,
1864,Fake,,1990-12-22,2,2685,3,"",,KR,Z,-0.691583881580462,46,47,8223845,Kwun Jung Woo
1950,FaKe,"",,2,,,"",,KR,P,-0.858680583627051,63,64,8212301,
4647,Suede,,,2,,,,,SE,Z,-1.1468680358404,71,72,8225264,
8251,dom,,,2,,0,,,ES,T,-1.50505776922364,77,78,8226157,
1002,Tendoi,Antoniu Flaviu Alb,,2,,0,,,RO,T,-1.01005936210386,27,28,8226085,
2565,Swift,,,2,,,swift,,KR,T,-0.794302996618129,38,39,8219184,Kim Dong Ju
4631,Xsnac,Victor Ovidiu Slupic,,2,,,"",,RO,P,-1.01351860480354,38,39,8224286,
17735,IntoTheBest,,,,,,,,KR,P,-1.77945013894072,71,72,8214429,
246,PiG,Jared Krensel,1988-12-11,1,2526,2,PiG,362,AU,R,-1.62816131063622,267,268,8207889,
267,Dayshi,Antoine Stievenart,1994-08-08,1,3527,2,Dayshi,482,FR,T,-1.2618968186148,301,302,8223848,""
326,ServaNT,Thomas Lankreijer,,2,2041,2,,,NL,T,-0.609085585470159,54,55,8224568,
581,ScReaM,José Amaral,,2,2633,2,,,PT,Z,-0.961704882469587,87,88,8214225,
1078,Weiman,Jeroen Weimar,,2,,0,,,NL,T,-2.39105942384941,255,256,8213215,
8427,Wanted,陈思成,,2,,0,,,CN,Z,-1.78358657858906,152,153,8216343,Chen Sicheng
10025,WoodedMicrob,Richard Häyrinen,,2,,0,,,FI,T,-1.75973518131037,201,202,8225809,
12687,Today,김대희,,2,,0,,,KR,P,-1.68280365203207,104,105,8225707,Kim Dae Hui
18301,이불속으로오,,,2,,,,,KR,R,-1.58493870864357,28,29,8223990,
1576,Happiness,황희두,1992-01-29,2,1113,3,,,KR,T,,25,26,8214363,Hwang Hee Doo
1640,Flint,김병준,,2,1961,1,,,KR,T,,25,26,8218212,Kim Byung Joon
5491,Kyy,Erik Kyllingstad,,2,,0,,,NO,T,-0.602749005125018,27,28,8209355,
5552,Makilator,Miquel Rodríguez,,2,,0,,,ES,P,-1.40376854362085,57,58,8221542,
5588,Law,Lawrence Ho,1995-04-22,2,,0,"",,AU,Z,-1.35430968044582,148,149,8227569,""
7242,Triaz,Hans Kristian Severinsen,,2,,0,,,NO,Z,-2.19270315118909,179,180,8220266,
9901,Wistiti,,,2,,,,,FR,Z,-1.3921566717873,28,29,8207702,
1661,ZerO,김명운,1990-02-18,2,174,1,ZerO,,KR,Z,-0.598012605859799,28,29,8221458,Kim Myung Woon
1817,Storm,Morten Storm,,2,,,"",,DK,Z,-1.96393036985118,185,186,8221638,
8130,Zycart,翟祎琛,,2,,0,Zycart,,CN,T,-1.59189405405138,74,75,8221171,Zhai Yichen
8255,Zerghamdi,Berkay Erbaş,,2,,0,"",,TR,Z,-1.49985258530385,133,134,8218853,""
9012,xKawaiian,Taylor Vinson,,2,,0,"",,US,T,-1.76197754940103,167,168,8214748,""
9025,ziGGy,Szymon Filipek,,2,,0,,,PL,T,-1.29608706261601,151,152,8227826,
10986,ZipperTheFly,Ярослав Волошин,,2,,0,,,UA,T,-1.6811805981914,88,89,8210423,Yaroslav Voloshin
4645,SpaceDuck,,,2,,,,,SE,P,-1.78888625644025,134,135,8210480,
5451,velego,Javier Sanchez,,2,,0,,,ES,P,-1.5675674939994,132,133,8224404,
5481,Wordix,Balázs Tihanyi,,2,,0,,,HU,T,-1.57385161548434,154,155,8224485,
8543,Rose,Алексей Рожнов,,2,,0,,,RU,T,-1.10621220636233,30,31,8218224,Aleksey Rozhnov
8558,Shiro,"",,2,,,"",,CN,Z,-2.29614919380447,144,145,8218787,""
14785,风间琉璃,,,2,,,,,CN,T,-1.78671155699779,30,31,8209797,
8289,MysticSecret,,,3,,0,,,AU,P,-1.62020729036016,87,88,8219721,
14791,勤能补拙小工蜂,,,3,,,,,CN,Z,-1.65237310863286,30,31,8217227,
9017,靠爸胖子連勝文,,,3,,,,,TW,T,-1.26735992866902,27,28,8217946,
2133,YueY,Zachary Duncan,,3,3276,3,,,US,P,-0.704190527545786,28,29,8221660,
10577,Xpired,Austin Guidry,,3,,0,,,US,P,-2.085971734398,126,127,8213922,
6094,Zenabi,Jordan Fighera,,3,,0,,,AU,Z,-1.66498181125209,108,109,8217557,
7756,Visions,,,4,,,,,AU,P,-1.05343278646647,49,50,8221099,
13737,Cactusman,,,,,,,,US,Z,-2.05066710419259,96,97,8219571,
7539,CarLoZ,,,,,,,,PH,R,-0.806232262598343,29,30,8217862,
13124,cAsh,"",,,,,"",,DE,P,-1.45326942811524,33,34,8224449,""
10090,Chabby,Lars Nawarotzky,1998-08-15,,,,"",,DE,P,-1.50869419499633,159,160,8228328,""
23022,Cicada,,,,,,,,MY,P,-2.16980312478865,29,30,8221267,
2561,Whiplash,Justin Wilson,,2,1622,3,"",,US,P,-1.05042995704737,84,85,8223329,
2577,Vical,김선묵,,2,85,1,,,KR,P,,25,26,8208437,Kim Sun Mook
4402,Zervas,Fabio Bügler,1994-06-19,2,,,"",,CH,Z,-1.43027172355999,201,202,8224338,""
10264,Sapty,,,2,,,,,FR,T,-1.20233521111531,28,29,8222935,
369,Unix,Александр Соляков,,2,2133,2,"",,RU,T,-1.87150479272701,296,297,8211561,Aleksandr Solyakov
